Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
16,Feminino,1,9.3,91.7%,Sim,0,3446,Urbana
15,Feminino,2,6.3,61.8%,Não,0,4806,Urbana
17,Feminino,3,6.0,61.1%,Sim,0,3652,Urbana
18,Feminino,2,6.6,56.9%,Sim,Falta de Apoio Familiar,1248,Rural
19,Masculino,1,8.1,89.1%,Sim,0,3762,Rural
18,Masculino,2,5.6,63.7%,Não,0,4683,Rural
15,Feminino,2,9.2,72.9%,Sim,Falta de Apoio Familiar,4019,Urbana
19,Feminino,3,5.3,98.0%,Sim,Falta de Apoio Familiar,4736,Rural
17,Masculino,2,9.0,74.1%,Sim,0,3680,Urbana
16,Feminino,3,9.8,77.8%,Sim,Problemas Financeiros,4613,Urbana
19,Masculino,1,6.0,62.2%,Sim,0,2808,Urbana
18,Feminino,1,8.6,92.8%,Sim,Problemas de Saúde,1593,Rural
17,Feminino,3,9.5,91.4%,Sim,0,4316,Urbana
16,Feminino,3,6.9,93.0%,Sim,Falta de Apoio Escolar,4290,Rural
14,Masculino,2,6.3,53.0%,Sim,0,1040,Urbana
17,Feminino,3,6.2,82.6%,Sim,0,2683,Urbana
18,Masculino,1,6.7,80.4%,Não,Falta de Apoio Escolar,4754,Urbana
18,Masculino,1,5.5,96.3%,Sim,0,4330,Urbana
17,Masculino,2,6.9,65.2%,Não,0,1551,Urbana
14,Masculino,2,5.5,98.3%,Sim,0,2235,Urbana
15,Feminino,2,6.5,62.4%,Não,Falta de Apoio Familiar,4263,Rural
15,Feminino,2,9.7,96.3%,Sim,0,4022,Urbana
18,Feminino,1,7.2,66.7%,Não,Outros,3202,Rural
17,Feminino,2,6.3,68.5%,Sim,0,966,Rural
18,Masculino,2,8.8,66.4%,Não,0,3883,Rural
14,Masculino,1,7.9,58.9%,Sim,0,3673,Rural
19,Masculino,3,7.1,73.0%,Não,Outros,4585,Urbana
18,Masculino,1,5.5,51.2%,Sim,0,2408,Rural
18,Masculino,1,9.5,96.4%,Sim,0,1629,Urbana
16,Feminino,2,7.1,92.5%,Não,Falta de Interesse,4800,Rural
18,Feminino,3,10.0,83.7%,Não,Falta de Interesse,1534,Rural
16,Masculino,3,5.7,78.0%,Sim,0,3593,Urbana
14,Feminino,1,6.5,67.8%,Não,Problemas Financeiros,4759,Urbana
16,Masculino,2,6.7,67.6%,Não,0,3983,Urbana
15,Feminino,1,7.4,82.2%,Não,Outros,2026,Rural
18,Feminino,2,8.4,89.5%,Sim,Problemas Familiares,3881,Urbana
19,Masculino,2,5.5,50.7%,Sim,Falta de Interesse,4433,Rural
15,Masculino,3,8.9,77.9%,Sim,0,3386,Rural
16,Masculino,3,9.1,66.9%,Sim,0,1670,Rural
16,Feminino,3,8.9,79.0%,Não,Outros,3591,Rural
19,Feminino,2,7.6,89.4%,Não,Falta de Apoio Familiar,3624,Rural
14,Masculino,2,5.8,66.4%,Não,0,3427,Rural
16,Masculino,2,6.2,96.5%,Não,Falta de Apoio Escolar,4282,Urbana
16,Masculino,2,8.6,81.7%,Não,Problemas Financeiros,1918,Rural
16,Masculino,2,8.4,83.9%,Sim,0,3823,Rural
16,Masculino,2,6.8,87.1%,Não,0,4001,Rural
14,Masculino,1,9.7,96.7%,Sim,Falta de Apoio Familiar,4375,Rural
18,Feminino,2,5.0,84.3%,Sim,Problemas Familiares,1537,Urbana
18,Masculino,3,5.4,87.9%,Não,Falta de Apoio Escolar,3908,Urbana
17,Feminino,2,6.2,97.1%,Sim,Problemas Familiares,4999,Rural
19,Feminino,2,6.6,71.2%,Sim,Falta de Apoio Familiar,973,Urbana
14,Feminino,3,10.0,61.6%,Sim,Problemas Financeiros,4766,Urbana
15,Feminino,3,5.7,56.1%,Não,Problemas de Saúde,2328,Urbana
18,Feminino,1,8.1,91.2%,Sim,Problemas Familiares,1194,Urbana
17,Feminino,3,9.9,68.5%,Não,0,3345,Rural
18,Feminino,1,6.4,78.4%,Não,0,1475,Urbana
17,Masculino,3,9.8,78.6%,Não,Problemas Familiares,1483,Rural
16,Masculino,2,8.8,90.4%,Sim,Falta de Interesse,4263,Urbana
14,Masculino,3,8.4,55.4%,Sim,0,1973,Urbana
14,Masculino,2,9.7,59.4%,Sim,0,3402,Urbana
15,Feminino,1,9.7,79.6%,Não,0,4180,Urbana
16,Feminino,2,9.4,98.8%,Não,Outros,4990,Rural
17,Masculino,3,7.0,87.5%,Sim,0,2698,Rural
18,Masculino,3,5.0,99.1%,Sim,0,3463,Rural
15,Feminino,1,6.6,50.0%,Não,Outros,2879,Rural
19,Masculino,3,9.6,72.3%,Sim,Falta de Apoio Escolar,4742,Rural
14,Feminino,2,5.1,79.7%,Não,0,1543,Rural
15,Feminino,2,7.2,78.7%,Sim,0,1600,Urbana
14,Feminino,3,5.0,55.1%,Não,0,3617,Rural
19,Masculino,3,9.5,54.7%,Sim,0,998,Rural
18,Masculino,3,6.2,81.8%,Sim,0,3650,Rural
18,Masculino,2,9.2,92.6%,Não,Falta de Apoio Familiar,3806,Rural
17,Feminino,1,7.3,79.7%,Sim,0,1400,Rural
18,Masculino,1,8.2,72.3%,Não,0,3335,Rural
19,Masculino,1,9.8,90.6%,Não,Outros,3182,Urbana
14,Masculino,3,8.4,67.4%,Não,Falta de Apoio Familiar,2540,Rural
15,Masculino,3,7.1,95.7%,Sim,0,1421,Rural
18,Masculino,3,9.4,72.9%,Sim,0,4276,Rural
16,Feminino,3,8.0,64.3%,Não,0,4757,Rural
18,Feminino,2,7.8,99.6%,Sim,Problemas Familiares,2244,Rural
17,Feminino,1,9.6,93.5%,Não,Problemas Familiares,3970,Urbana
18,Masculino,3,6.4,66.4%,Não,0,4480,Rural
16,Feminino,3,6.7,66.7%,Sim,Outros,3074,Urbana
18,Masculino,2,7.5,77.0%,Sim,Falta de Apoio Escolar,3293,Rural
18,Feminino,1,8.7,90.7%,Sim,0,1570,Urbana
15,Feminino,2,9.5,64.8%,Sim,0,2761,Rural
19,Feminino,2,8.3,91.2%,Sim,0,3627,Urbana
17,Feminino,2,9.9,87.2%,Não,Problemas Financeiros,3604,Rural
17,Masculino,3,7.2,78.9%,Sim,0,2925,Urbana
19,Feminino,2,9.6,51.2%,Não,0,4885,Urbana
14,Masculino,3,8.9,65.1%,Não,0,1426,Rural
15,Masculino,1,5.3,56.0%,Não,0,1676,Rural
15,Masculino,1,7.0,94.1%,Não,Problemas Financeiros,2872,Rural
18,Feminino,1,9.2,83.2%,Não,0,4305,Rural
15,Feminino,2,6.9,53.8%,Sim,Problemas Financeiros,4201,Urbana
15,Masculino,2,9.3,79.5%,Sim,0,4643,Rural
14,Masculino,2,9.3,61.2%,Sim,0,860,Urbana
19,Masculino,3,6.7,71.6%,Sim,0,1581,Urbana
16,Masculino,2,5.3,57.9%,Sim,Falta de Apoio Escolar,1881,Rural
15,Masculino,3,9.9,96.8%,Sim,0,3541,Rural
17,Feminino,3,8.4,78.2%,Não,Falta de Interesse,982,Urbana
18,Feminino,3,7.9,78.5%,Sim,Outros,1014,Urbana
14,Masculino,3,6.1,51.6%,Não,0,4233,Rural
16,Masculino,2,9.9,89.3%,Não,0,3346,Urbana
19,Masculino,1,5.3,64.4%,Sim,0,2217,Urbana
19,Masculino,3,9.8,72.6%,Não,0,1565,Rural
15,Masculino,3,6.8,82.2%,Sim,0,1318,Urbana
19,Feminino,2,7.2,63.4%,Não,Falta de Interesse,2355,Rural
15,Feminino,3,5.4,65.1%,Não,0,4317,Rural
19,Feminino,2,7.6,62.0%,Sim,Falta de Apoio Escolar,2447,Rural
15,Feminino,3,5.2,88.1%,Sim,Falta de Apoio Familiar,2407,Rural
15,Feminino,2,5.4,60.6%,Não,0,1064,Urbana
16,Feminino,3,8.4,88.4%,Não,Falta de Interesse,2517,Rural
15,Masculino,1,7.0,71.7%,Sim,Outros,4777,Rural
16,Feminino,1,8.5,93.4%,Não,Falta de Interesse,1016,Urbana
14,Feminino,2,7.6,90.5%,Não,Falta de Apoio Escolar,2284,Rural
15,Masculino,1,6.5,74.3%,Não,0,2096,Rural
18,Masculino,3,7.8,60.1%,Não,0,1012,Urbana
19,Feminino,1,9.6,54.0%,Não,Falta de Apoio Familiar,4593,Urbana
15,Feminino,3,7.4,97.8%,Não,0,2227,Rural
16,Masculino,2,5.7,73.0%,Sim,Falta de Apoio Escolar,982,Rural
19,Masculino,2,8.8,79.0%,Sim,0,860,Urbana
14,Feminino,3,6.2,66.2%,Sim,0,2160,Urbana
14,Feminino,1,9.5,62.1%,Não,0,4242,Urbana
15,Masculino,1,5.7,71.3%,Não,Falta de Interesse,4276,Rural
18,Masculino,3,5.7,98.9%,Não,0,4578,Urbana
15,Masculino,2,8.0,53.8%,Não,0,2998,Urbana
15,Masculino,1,8.7,70.6%,Sim,Problemas de Saúde,3470,Rural
15,Feminino,3,8.5,71.0%,Sim,Outros,1381,Urbana
17,Masculino,2,9.5,58.7%,Não,0,3603,Rural
14,Masculino,2,5.5,77.7%,Não,0,1952,Rural
17,Feminino,2,7.5,53.6%,Sim,Outros,1901,Rural
15,Feminino,3,8.2,57.9%,Não,Falta de Interesse,1194,Rural
19,Masculino,3,5.7,95.1%,Sim,0,1826,Urbana
14,Feminino,1,8.7,67.1%,Sim,Falta de Apoio Escolar,1579,Urbana
16,Masculino,2,9.4,73.7%,Não,0,4971,Urbana
18,Masculino,1,8.5,54.9%,Não,0,4933,Urbana
14,Masculino,3,6.6,93.0%,Não,0,4723,Rural
16,Feminino,3,6.6,63.2%,Não,Falta de Apoio Familiar,3542,Urbana
14,Feminino,2,9.5,58.2%,Não,Falta de Apoio Familiar,4993,Rural
19,Masculino,3,8.5,69.1%,Sim,Falta de Interesse,3293,Rural
18,Feminino,1,8.0,73.7%,Não,Problemas de Saúde,2610,Rural
18,Masculino,1,5.1,88.0%,Não,0,4751,Rural
15,Feminino,2,8.5,98.5%,Não,Problemas Familiares,1949,Rural
19,Masculino,3,8.6,85.1%,Sim,0,2074,Rural
15,Feminino,3,6.6,53.2%,Não,Falta de Apoio Familiar,2604,Urbana
15,Masculino,1,7.1,89.6%,Sim,Problemas Familiares,3291,Urbana
18,Feminino,3,7.0,95.5%,Sim,Problemas Familiares,1488,Urbana
17,Feminino,1,5.9,92.8%,Não,Outros,2761,Urbana
19,Masculino,3,6.0,63.3%,Sim,0,4333,Rural
18,Masculino,3,5.4,88.2%,Sim,0,1194,Urbana
18,Feminino,2,7.3,57.9%,Sim,0,2020,Urbana
17,Feminino,2,7.3,92.2%,Não,Problemas de Saúde,4958,Rural
14,Masculino,2,5.5,61.6%,Não,0,1045,Urbana
16,Feminino,1,8.8,61.6%,Sim,Falta de Apoio Escolar,3386,Urbana
15,Masculino,2,8.4,85.1%,Sim,Falta de Apoio Escolar,4434,Rural
19,Feminino,1,5.9,77.9%,Sim,Problemas Familiares,4617,Rural
18,Feminino,2,6.6,72.3%,Sim,Outros,2003,Rural
18,Feminino,2,8.7,79.2%,Não,Problemas de Saúde,3110,Urbana
19,Feminino,2,7.1,96.3%,Sim,0,2238,Rural
16,Masculino,1,8.2,52.8%,Não,Problemas Familiares,3538,Rural
18,Masculino,3,5.3,74.2%,Não,0,4931,Urbana
15,Feminino,3,7.2,87.5%,Não,Falta de Apoio Familiar,1945,Urbana
19,Masculino,1,7.4,71.6%,Sim,0,3546,Urbana
18,Masculino,2,9.5,67.6%,Sim,0,4156,Urbana
18,Feminino,3,5.0,68.5%,Não,0,4475,Rural
17,Feminino,2,8.8,66.0%,Não,0,1278,Urbana
19,Feminino,1,9.1,57.3%,Sim,Problemas Familiares,2182,Rural
19,Feminino,2,8.1,65.3%,Não,Falta de Interesse,2368,Urbana
15,Masculino,3,8.0,70.5%,Não,0,4690,Rural
16,Feminino,3,9.3,91.0%,Não,0,4347,Urbana
16,Feminino,2,8.5,99.0%,Sim,Outros,1259,Urbana
18,Masculino,1,8.3,100.0%,Não,0,2219,Urbana
19,Feminino,1,7.3,90.1%,Sim,0,3670,Urbana
18,Feminino,1,6.8,96.6%,Sim,0,2258,Rural
17,Masculino,1,7.6,98.0%,Não,0,4022,Urbana
15,Feminino,2,7.2,80.2%,Não,0,921,Rural
14,Masculino,2,9.1,72.9%,Sim,0,3339,Rural
18,Masculino,2,6.7,69.5%,Sim,Outros,1311,Urbana
16,Feminino,1,5.4,59.4%,Não,Problemas Financeiros,895,Rural
18,Feminino,2,6.8,70.5%,Sim,0,1046,Urbana
18,Feminino,1,8.3,81.2%,Não,Falta de Apoio Familiar,3293,Rural
18,Masculino,3,6.0,55.4%,Sim,0,960,Rural
16,Feminino,2,5.1,51.8%,Sim,Outros,2816,Urbana
18,Feminino,1,5.4,74.8%,Sim,0,4298,Urbana
17,Masculino,1,6.4,71.3%,Não,0,3731,Rural
16,Masculino,1,9.2,67.2%,Sim,0,4449,Rural
18,Masculino,3,9.6,98.6%,Sim,0,4393,Urbana
15,Feminino,2,9.8,61.5%,Sim,0,968,Urbana
15,Feminino,1,8.9,66.7%,Não,0,2335,Urbana
18,Feminino,3,7.8,86.9%,Não,Problemas de Saúde,1710,Rural
14,Masculino,3,9.1,65.2%,Sim,0,2452,Rural
19,Feminino,3,8.1,57.4%,Sim,0,3499,Urbana
14,Masculino,3,5.9,72.8%,Não,0,2892,Rural
19,Masculino,1,9.9,88.6%,Não,0,4274,Rural
15,Feminino,1,5.9,75.0%,Não,Falta de Apoio Escolar,3959,Rural
17,Feminino,1,8.9,70.4%,Não,Falta de Apoio Familiar,3881,Rural
16,Masculino,2,5.1,52.0%,Não,0,3362,Urbana
14,Masculino,2,9.6,55.7%,Sim,0,2474,Urbana
14,Masculino,3,6.0,60.5%,Não,0,1407,Rural
18,Masculino,1,6.2,81.8%,Não,0,3457,Rural
18,Feminino,3,7.0,57.4%,Não,0,3611,Urbana
18,Masculino,2,6.0,72.5%,Não,0,4872,Rural
15,Feminino,2,7.0,76.1%,Não,Falta de Interesse,4571,Rural
15,Feminino,1,8.2,84.3%,Não,0,983,Urbana
19,Masculino,3,6.8,72.0%,Não,Falta de Apoio Escolar,4601,Rural
18,Masculino,2,5.2,55.2%,Sim,Falta de Apoio Familiar,3580,Urbana
14,Masculino,1,7.7,51.0%,Não,0,4721,Urbana
17,Masculino,2,6.4,72.3%,Sim,Problemas Financeiros,2037,Rural
14,Feminino,1,8.2,69.3%,Sim,Problemas Financeiros,1546,Rural
19,Masculino,2,9.9,82.7%,Sim,Falta de Interesse,4891,Rural
19,Masculino,2,9.8,89.7%,Sim,Falta de Apoio Escolar,4981,Urbana
14,Feminino,1,7.9,99.8%,Não,0,4288,Urbana
19,Masculino,2,7.3,68.1%,Sim,0,1629,Urbana
17,Feminino,1,7.9,72.3%,Não,Falta de Apoio Escolar,2108,Urbana
18,Feminino,1,5.6,96.3%,Não,Falta de Apoio Familiar,3945,Urbana
17,Masculino,3,9.5,51.3%,Sim,0,4636,Urbana
16,Feminino,1,8.3,98.4%,Não,0,2917,Urbana
15,Masculino,2,7.9,84.5%,Sim,0,909,Urbana
19,Masculino,2,7.3,69.6%,Sim,Outros,1307,Urbana
19,Masculino,2,6.2,53.4%,Sim,Outros,1914,Rural
19,Masculino,2,7.0,50.7%,Sim,0,2013,Urbana
18,Feminino,3,7.9,80.6%,Não,0,1418,Urbana
14,Masculino,2,9.3,73.1%,Não,Falta de Apoio Familiar,4798,Rural
14,Feminino,2,7.9,83.7%,Não,Falta de Apoio Familiar,3326,Urbana
15,Feminino,2,6.3,66.8%,Sim,0,1493,Urbana
19,Feminino,2,5.2,87.1%,Sim,Falta de Interesse,4533,Rural
17,Masculino,1,9.3,94.4%,Sim,0,2818,Urbana
14,Feminino,2,6.5,85.1%,Não,Outros,2031,Urbana
18,Feminino,1,9.0,73.1%,Sim,Problemas Financeiros,3040,Urbana
18,Feminino,1,9.2,95.9%,Sim,0,2363,Urbana
16,Feminino,3,9.1,76.0%,Não,Problemas de Saúde,2857,Rural
19,Masculino,2,6.7,73.0%,Sim,0,4666,Rural
16,Masculino,1,6.6,90.8%,Sim,0,2929,Rural
18,Feminino,3,5.1,57.0%,Sim,0,4112,Urbana
18,Masculino,2,8.6,75.3%,Sim,0,4680,Urbana
16,Masculino,1,9.7,61.4%,Sim,0,3666,Urbana
17,Feminino,1,8.3,63.0%,Sim,Outros,3576,Rural
16,Feminino,2,5.1,56.5%,Sim,0,853,Rural
14,Masculino,1,9.4,57.8%,Não,0,2693,Rural
17,Masculino,1,8.2,55.3%,Sim,Falta de Apoio Escolar,1552,Rural
18,Feminino,3,6.4,86.7%,Não,0,3780,Rural
15,Feminino,2,9.5,87.9%,Não,Problemas de Saúde,897,Rural
17,Masculino,1,9.5,83.0%,Não,Problemas Financeiros,4069,Rural
18,Feminino,3,7.9,73.2%,Sim,Falta de Apoio Familiar,1996,Urbana
16,Feminino,2,9.4,95.6%,Não,0,4577,Rural
15,Masculino,2,10.0,89.6%,Sim,0,4917,Urbana
14,Masculino,1,5.9,71.9%,Não,0,4476,Rural
19,Masculino,3,6.4,96.3%,Não,0,826,Urbana
14,Feminino,2,8.1,50.6%,Sim,Falta de Apoio Familiar,3246,Rural
14,Masculino,1,7.4,79.3%,Sim,Problemas Financeiros,902,Rural
19,Feminino,2,5.6,94.9%,Não,Problemas de Saúde,800,Urbana
15,Feminino,3,9.7,75.0%,Não,0,2021,Rural
17,Feminino,1,6.4,77.8%,Sim,Problemas Financeiros,815,Urbana
16,Feminino,3,8.6,70.8%,Não,0,3234,Urbana
19,Masculino,3,9.9,63.9%,Não,0,2174,Rural
17,Feminino,1,9.0,54.2%,Não,Falta de Apoio Escolar,3193,Urbana
19,Feminino,3,5.8,73.4%,Sim,0,2723,Rural
17,Masculino,2,9.8,94.1%,Não,Falta de Apoio Escolar,4037,Rural
19,Masculino,2,9.0,50.0%,Sim,0,3415,Urbana
14,Feminino,1,7.3,74.3%,Não,0,4821,Rural
17,Masculino,2,6.9,93.3%,Não,Problemas Familiares,1589,Rural
18,Masculino,1,9.7,75.0%,Sim,Outros,4638,Rural
17,Masculino,2,5.1,54.6%,Sim,0,4680,Rural
17,Feminino,1,8.4,92.2%,Sim,Outros,1505,Rural
14,Masculino,2,6.4,77.3%,Não,Falta de Interesse,3462,Rural
17,Masculino,2,5.5,89.5%,Não,Problemas de Saúde,2401,Rural
16,Feminino,3,9.1,96.6%,Não,Falta de Interesse,2682,Urbana
19,Feminino,3,7.9,95.4%,Não,0,3747,Urbana
16,Masculino,3,5.4,85.6%,Não,Outros,3032,Rural
14,Masculino,1,7.9,67.7%,Não,0,2866,Urbana
15,Masculino,3,6.2,86.3%,Sim,0,3563,Urbana
17,Feminino,3,6.6,55.3%,Sim,0,4810,Urbana
17,Masculino,3,7.1,55.8%,Sim,0,4763,Rural
16,Feminino,3,10.0,54.2%,Sim,Falta de Apoio Escolar,2028,Urbana
17,Masculino,3,8.2,54.4%,Não,Outros,1662,Urbana
16,Masculino,2,5.2,98.4%,Não,0,2589,Rural
14,Masculino,3,7.8,96.8%,Sim,0,4946,Urbana
16,Feminino,2,8.0,95.4%,Sim,0,1595,Rural
18,Masculino,1,9.8,94.4%,Sim,0,3274,Urbana
14,Masculino,1,9.7,90.4%,Não,0,2415,Urbana
14,Masculino,3,9.5,64.3%,Não,Problemas de Saúde,4276,Rural
17,Masculino,2,9.9,84.0%,Não,0,2238,Urbana
16,Masculino,3,5.0,53.2%,Não,0,1521,Rural
19,Masculino,1,6.0,68.3%,Não,0,1028,Urbana
18,Masculino,3,6.7,69.3%,Sim,0,2673,Rural
18,Feminino,3,7.4,61.5%,Sim,0,1428,Rural
14,Masculino,1,8.2,95.1%,Sim,Falta de Apoio Familiar,4272,Urbana
17,Masculino,1,5.5,55.0%,Sim,0,4927,Urbana
16,Feminino,2,6.7,87.0%,Não,Problemas Financeiros,4093,Rural
16,Feminino,1,7.4,80.8%,Não,Problemas Familiares,1278,Urbana
17,Masculino,1,8.6,83.6%,Não,Problemas de Saúde,1651,Urbana
18,Feminino,2,5.1,64.8%,Não,Problemas Financeiros,2061,Rural
16,Feminino,2,7.2,54.4%,Não,0,3408,Urbana
16,Feminino,1,5.5,52.9%,Não,0,1915,Urbana
14,Masculino,1,5.1,65.0%,Não,0,3806,Rural
16,Masculino,1,8.6,91.1%,Não,Falta de Apoio Familiar,1462,Urbana
15,Feminino,2,9.6,58.8%,Sim,0,4259,Urbana
18,Masculino,1,6.5,80.6%,Não,0,4174,Rural
15,Feminino,2,5.6,66.2%,Sim,Problemas Familiares,1094,Rural
16,Masculino,3,9.3,95.8%,Sim,0,3459,Rural
19,Feminino,3,9.7,91.8%,Sim,0,4866,Urbana
17,Feminino,2,5.1,71.2%,Não,Problemas Familiares,3817,Rural
19,Feminino,2,8.5,71.5%,Não,Problemas de Saúde,2354,Urbana
14,Masculino,1,5.9,71.5%,Não,Problemas Financeiros,2786,Urbana
14,Masculino,2,8.0,78.6%,Não,Outros,4038,Rural
19,Feminino,2,8.4,89.7%,Não,0,829,Urbana
16,Feminino,3,7.8,97.0%,Não,Falta de Apoio Familiar,3375,Rural
18,Feminino,1,9.1,73.4%,Não,Outros,3065,Rural
17,Masculino,3,8.3,93.5%,Não,Problemas de Saúde,1643,Rural
18,Feminino,1,6.7,92.5%,Sim,Falta de Interesse,1792,Rural
16,Masculino,1,8.5,69.3%,Sim,0,957,Rural
19,Feminino,2,5.9,93.2%,Não,Problemas de Saúde,3753,Urbana
14,Feminino,3,6.1,69.2%,Sim,Falta de Interesse,3094,Rural
18,Feminino,1,9.7,69.3%,Sim,Falta de Apoio Escolar,2200,Urbana
18,Masculino,3,5.4,73.5%,Não,Problemas Financeiros,4291,Rural
15,Masculino,1,9.5,58.0%,Sim,0,1918,Urbana
14,Feminino,3,6.9,86.5%,Sim,Falta de Interesse,1497,Rural
18,Masculino,2,7.1,98.8%,Sim,0,3297,Urbana
18,Feminino,1,5.8,85.5%,Não,Outros,2889,Urbana
19,Feminino,3,5.5,82.6%,Sim,Outros,1853,Urbana
15,Feminino,2,9.5,92.3%,Sim,Falta de Apoio Familiar,3901,Rural
14,Feminino,3,7.8,54.2%,Não,0,1080,Rural
15,Feminino,3,8.9,90.2%,Não,0,3417,Urbana
19,Feminino,2,7.5,72.9%,Sim,0,1394,Rural
14,Masculino,1,6.4,84.3%,Sim,0,3011,Rural
19,Masculino,3,9.9,57.6%,Não,0,4694,Urbana
19,Feminino,1,6.2,63.0%,Não,Problemas Familiares,4859,Rural
18,Feminino,1,5.2,71.5%,Não,0,3095,Urbana
19,Masculino,3,7.7,90.9%,Sim,0,3548,Urbana
19,Masculino,3,6.4,65.6%,Não,Problemas Familiares,1193,Rural
17,Feminino,3,8.8,84.8%,Não,Problemas de Saúde,3580,Rural
19,Masculino,2,5.8,65.0%,Sim,0,1079,Urbana
14,Feminino,1,5.5,88.7%,Sim,Problemas de Saúde,3712,Urbana
19,Feminino,2,8.3,79.3%,Não,0,3555,Rural
19,Masculino,1,8.3,91.9%,Não,0,2563,Rural
19,Masculino,2,9.7,83.4%,Não,0,2058,Rural
16,Masculino,1,6.7,92.9%,Sim,Problemas Financeiros,1207,Urbana
16,Masculino,1,7.5,88.8%,Não,Problemas Financeiros,4829,Urbana
14,Masculino,1,7.9,95.2%,Não,0,3087,Urbana
14,Feminino,3,5.7,84.0%,Não,Falta de Apoio Familiar,3975,Urbana
14,Feminino,2,7.9,87.5%,Não,Problemas Financeiros,2968,Urbana
16,Feminino,3,8.3,65.8%,Sim,Falta de Interesse,2527,Urbana
14,Feminino,3,5.3,51.2%,Não,0,1735,Rural
16,Feminino,3,7.7,56.2%,Não,0,804,Rural
14,Feminino,1,6.1,88.7%,Sim,Falta de Apoio Escolar,2556,Rural
15,Feminino,1,9.7,96.9%,Sim,Falta de Interesse,2343,Urbana
17,Masculino,2,8.4,85.6%,Não,0,2923,Urbana
14,Masculino,3,10.0,57.8%,Sim,0,1110,Urbana
18,Masculino,2,6.4,57.2%,Sim,0,1366,Rural
15,Feminino,2,8.4,56.4%,Sim,Falta de Apoio Familiar,2224,Rural
16,Feminino,2,6.1,64.8%,Sim,0,2404,Rural
17,Feminino,2,7.4,63.5%,Sim,Falta de Interesse,3808,Urbana
14,Feminino,1,9.5,82.5%,Não,Problemas Financeiros,3738,Rural
18,Masculino,1,9.9,76.8%,Sim,0,862,Urbana
14,Feminino,1,9.4,81.6%,Não,0,3292,Rural
14,Feminino,3,7.5,57.0%,Não,Problemas Familiares,4730,Rural
16,Feminino,2,6.0,73.8%,Sim,0,2325,Rural
19,Feminino,3,6.3,99.2%,Não,0,2221,Urbana
15,Feminino,1,5.6,85.1%,Não,Falta de Interesse,2803,Urbana
18,Masculino,2,8.3,52.3%,Não,Problemas de Saúde,2145,Urbana
16,Masculino,3,6.8,52.8%,Não,Falta de Interesse,3185,Rural
14,Masculino,3,9.5,52.4%,Não,0,3266,Rural
17,Masculino,3,8.9,96.8%,Não,0,2597,Urbana
18,Feminino,2,5.4,62.8%,Sim,Falta de Apoio Familiar,2125,Urbana
16,Feminino,3,9.3,74.8%,Não,Falta de Interesse,1962,Urbana
17,Feminino,2,6.5,66.4%,Sim,Falta de Apoio Familiar,4449,Urbana
16,Masculino,3,8.3,68.3%,Não,0,3457,Rural
14,Masculino,3,7.9,62.7%,Sim,0,2760,Rural
16,Feminino,3,7.7,54.1%,Não,0,2885,Urbana
15,Feminino,1,5.1,54.5%,Sim,0,2625,Rural
18,Feminino,2,9.1,95.5%,Não,0,4206,Urbana
17,Feminino,2,5.5,83.1%,Sim,0,1489,Rural
19,Masculino,1,9.7,57.5%,Não,0,1528,Rural
17,Feminino,1,7.2,65.3%,Sim,Falta de Interesse,1769,Urbana
15,Masculino,1,8.3,50.7%,Sim,0,1164,Urbana
16,Masculino,1,5.4,94.5%,Sim,0,2819,Rural
16,Masculino,2,5.3,61.2%,Sim,Outros,4683,Urbana
14,Masculino,3,6.0,52.1%,Sim,0,4738,Rural
16,Feminino,1,9.3,93.0%,Sim,Falta de Apoio Familiar,1470,Rural
18,Masculino,1,6.0,62.8%,Sim,Problemas Financeiros,1724,Urbana
15,Masculino,1,8.5,70.6%,Não,0,2493,Rural
16,Feminino,3,9.6,96.3%,Não,Problemas Familiares,1433,Urbana
14,Masculino,3,6.5,65.6%,Sim,0,3313,Urbana
18,Masculino,2,9.5,78.6%,Não,0,4197,Urbana
18,Feminino,2,9.6,72.1%,Sim,0,4968,Urbana
16,Feminino,1,7.9,80.3%,Sim,Falta de Apoio Familiar,4043,Rural
18,Feminino,1,8.1,77.1%,Não,Falta de Apoio Escolar,3828,Rural
18,Feminino,3,5.8,76.3%,Não,0,3667,Rural
17,Masculino,2,8.0,82.2%,Sim,Problemas Familiares,3615,Rural
14,Feminino,3,6.8,65.5%,Não,0,3407,Urbana
19,Masculino,3,7.0,99.2%,Sim,0,1394,Rural
19,Masculino,3,8.9,86.6%,Sim,0,3684,Urbana
18,Feminino,3,8.5,98.6%,Não,0,4688,Urbana
18,Feminino,2,5.8,88.0%,Sim,0,4323,Urbana
17,Masculino,3,6.4,54.4%,Sim,Falta de Interesse,2749,Urbana
16,Masculino,1,6.6,56.6%,Sim,0,1055,Urbana
17,Feminino,2,9.0,59.3%,Não,Falta de Apoio Familiar,912,Urbana
18,Feminino,2,7.4,86.5%,Não,Falta de Apoio Escolar,4076,Urbana
19,Masculino,1,5.9,50.3%,Não,Problemas Financeiros,2681,Urbana
15,Masculino,3,9.8,96.5%,Não,0,2364,Urbana
18,Masculino,3,9.5,66.0%,Sim,0,3492,Rural
19,Feminino,1,8.9,87.3%,Não,Problemas Financeiros,1927,Urbana
18,Masculino,3,7.5,84.0%,Sim,Falta de Interesse,2872,Rural
