Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização,Evasao
18,Masculino,2,5.5,54.5%,Não,Outros,2131,Rural,1
15,Masculino,3,6.7,73.4%,Sim,Problemas de Saúde,4998,Rural,1
16,Feminino,3,8.4,92.6%,Não,Problemas Familiares,3356,Rural,1
17,Masculino,1,9.3,61.7%,Sim,Falta de Interesse,3436,Rural,1
17,Feminino,3,7.2,82.1%,Não,Problemas de Saúde,1444,Rural,1
16,Feminino,1,6.5,67.8%,Não,Problemas Familiares,2706,Urbana,1
18,Feminino,1,5.1,59.6%,Sim,Falta de Apoio Escolar,4987,Rural,1
16,Masculino,2,9.8,92.9%,Sim,Falta de Interesse,3813,Rural,1
15,Feminino,2,8.6,52.1%,Sim,Falta de Apoio Familiar,2353,Urbana,1
17,Masculino,1,6.0,83.9%,Não,Outros,1664,Rural,1
16,Feminino,2,7.2,94.8%,Não,Falta de Apoio Familiar,3663,Urbana,1
18,Feminino,1,8.8,64.6%,Não,Falta de Apoio Familiar,3112,Rural,1
18,Masculino,1,9.2,80.4%,Não,Problemas de Saúde,4902,Urbana,1
16,Masculino,1,8.6,77.3%,Não,Problemas Familiares,3073,Urbana,1
18,Masculino,3,6.8,62.9%,Não,Falta de Apoio Escolar,4002,Rural,1
18,Feminino,1,5.5,87.4%,Sim,Problemas de Saúde,762,Urbana,1
18,Masculino,1,8.6,51.2%,Não,Problemas Financeiros,4651,Urbana,1
16,Masculino,3,7.3,92.6%,Sim,Falta de Interesse,2526,Urbana,1
15,Masculino,3,9.8,87.8%,Sim,Outros,3743,Rural,1
17,Masculino,2,7.4,53.3%,Sim,Outros,4166,Urbana,1
17,Masculino,2,7.1,56.8%,Sim,Falta de Apoio Escolar,1267,Rural,1
17,Feminino,1,5.5,60.7%,Sim,Problemas de Saúde,1088,Rural,1
18,Feminino,3,9.5,64.2%,Sim,Falta de Apoio Familiar,2138,Rural,1
17,Feminino,3,8.5,77.5%,Sim,Problemas de Saúde,4009,Rural,1
17,Masculino,2,9.2,77.0%,Sim,Falta de Interesse,4841,Rural,1
16,Masculino,1,6.9,78.9%,Não,Falta de Apoio Familiar,1568,Rural,1
16,Feminino,1,6.9,81.2%,Sim,Falta de Apoio Escolar,3584,Rural,1
18,Masculino,1,7.1,77.7%,Não,Falta de Interesse,1895,Urbana,1
18,Feminino,2,8.8,50.5%,Sim,Problemas Familiares,2041,Rural,1
16,Masculino,1,6.3,56.8%,Sim,Falta de Apoio Familiar,3336,Rural,1
17,Feminino,2,5.2,74.1%,Sim,0,2843,Rural,0
17,Feminino,1,6.6,53.3%,Sim,Falta de Apoio Escolar,4112,Rural,1
15,Masculino,1,6.8,65.0%,Não,Falta de Apoio Escolar,4327,Rural,1
18,Feminino,1,8.5,73.3%,Não,Problemas de Saúde,2964,Rural,1
16,Masculino,2,6.9,92.6%,Não,Problemas Familiares,4506,Rural,1
17,Masculino,1,10.0,76.0%,Sim,0,2916,Rural,0
16,Masculino,2,8.6,76.8%,Sim,0,3368,Rural,0
17,Masculino,2,9.7,50.4%,Não,Falta de Apoio Escolar,1659,Rural,1
15,Feminino,1,8.9,53.5%,Não,Problemas Financeiros,979,Urbana,1
18,Masculino,1,8.1,89.3%,Sim,0,4816,Rural,0
15,Masculino,3,9.0,52.9%,Sim,Problemas Financeiros,1203,Rural,1
17,Feminino,1,7.6,74.7%,Não,Problemas de Saúde,634,Urbana,1
16,Feminino,2,9.1,68.8%,Sim,0,4758,Rural,0
15,Feminino,2,8.1,53.4%,Sim,Falta de Interesse,734,Rural,1
16,Masculino,3,9.0,64.9%,Sim,Falta de Apoio Familiar,3686,Urbana,1
17,Masculino,1,7.4,88.1%,Não,Problemas Financeiros,986,Urbana,1
16,Feminino,2,6.3,85.2%,Não,Problemas de Saúde,3994,Rural,1
15,Masculino,3,8.8,84.5%,Não,0,647,Rural,0
17,Feminino,1,8.4,92.3%,Não,Problemas Financeiros,3701,Rural,1
18,Masculino,1,8.4,71.7%,Não,Problemas de Saúde,2580,Rural,1
17,Masculino,1,7.9,76.1%,Sim,Problemas de Saúde,3875,Rural,1
17,Feminino,1,5.3,88.2%,Sim,Falta de Interesse,953,Rural,1
15,Masculino,3,5.5,79.3%,Sim,0,1124,Rural,0
17,Feminino,1,5.8,73.6%,Sim,Falta de Apoio Escolar,3683,Rural,1
16,Masculino,1,5.7,67.5%,Não,Problemas de Saúde,2200,Rural,1
15,Feminino,3,6.5,74.4%,Não,Problemas de Saúde,3423,Rural,1
18,Masculino,3,6.5,69.0%,Não,Problemas de Saúde,1772,Urbana,1
16,Masculino,3,9.9,51.2%,Sim,Problemas de Saúde,4874,Rural,1
18,Masculino,3,6.1,90.3%,Sim,Problemas Familiares,1051,Urbana,1
17,Feminino,1,7.3,98.1%,Sim,Problemas Familiares,4764,Rural,1
15,Masculino,1,6.2,93.7%,Sim,Problemas Financeiros,638,Urbana,1
17,Feminino,2,6.4,57.3%,Sim,Problemas Familiares,4447,Rural,1
17,Feminino,2,7.8,89.5%,Sim,Problemas Familiares,3255,Rural,1
16,Masculino,3,6.3,86.0%,Não,0,2089,Urbana,0
17,Feminino,3,9.0,85.6%,Sim,Problemas Financeiros,688,Rural,1
18,Masculino,2,5.5,84.7%,Não,0,1506,Urbana,0
15,Feminino,3,9.6,71.8%,Sim,Problemas de Saúde,2585,Rural,1
16,Feminino,2,8.3,63.6%,Sim,Problemas Familiares,1826,Urbana,1
17,Masculino,3,5.5,87.3%,Não,Problemas de Saúde,4943,Rural,1
17,Masculino,1,6.8,63.1%,Sim,Problemas Financeiros,4864,Urbana,1
16,Feminino,3,7.4,84.3%,Não,Problemas Financeiros,2281,Rural,1
16,Feminino,3,8.9,74.4%,Sim,Problemas Financeiros,1158,Rural,1
16,Masculino,1,9.1,87.5%,Não,Falta de Apoio Familiar,2052,Urbana,1
16,Masculino,3,6.3,89.2%,Não,Problemas Financeiros,3707,Urbana,1
17,Feminino,3,7.4,75.4%,Sim,Falta de Interesse,2710,Rural,1
18,Masculino,1,6.3,61.1%,Sim,Problemas Financeiros,2880,Urbana,1
18,Masculino,1,8.9,88.5%,Sim,Problemas Familiares,2641,Urbana,1
16,Feminino,2,7.0,98.2%,Sim,Falta de Interesse,3278,Rural,1
18,Masculino,3,9.7,64.3%,Sim,Falta de Apoio Escolar,2740,Rural,1
15,Masculino,2,8.5,97.7%,Não,Problemas Familiares,559,Urbana,1
18,Feminino,2,5.6,91.9%,Sim,0,3618,Urbana,0
17,Feminino,1,9.9,97.5%,Não,Falta de Interesse,4388,Rural,1
16,Feminino,3,6.7,88.6%,Sim,Problemas de Saúde,2925,Urbana,1
16,Masculino,1,9.3,56.7%,Sim,Outros,1608,Urbana,1
18,Feminino,3,9.5,86.6%,Sim,Problemas Familiares,1680,Rural,1
17,Masculino,3,5.3,89.7%,Não,Falta de Interesse,2128,Rural,1
17,Masculino,1,7.0,71.3%,Sim,Problemas Familiares,3788,Rural,1
16,Feminino,1,9.7,62.8%,Sim,Falta de Interesse,2871,Urbana,1
15,Masculino,3,8.8,63.5%,Sim,Problemas Familiares,3489,Urbana,1
18,Feminino,2,5.1,78.3%,Não,Falta de Apoio Escolar,4860,Urbana,1
16,Masculino,1,6.0,54.5%,Não,Outros,3118,Urbana,1
17,Feminino,3,5.2,97.7%,Sim,0,1156,Rural,0
16,Feminino,2,5.9,70.1%,Não,0,1663,Urbana,0
17,Masculino,2,6.9,67.9%,Não,Problemas de Saúde,845,Rural,1
15,Masculino,2,8.2,98.7%,Não,Falta de Interesse,1289,Urbana,1
16,Masculino,1,7.2,60.1%,Não,0,3190,Rural,0
18,Masculino,3,9.1,96.2%,Não,Falta de Apoio Familiar,2193,Rural,1
15,Masculino,2,8.6,56.2%,Sim,Falta de Apoio Escolar,526,Rural,1
18,Feminino,2,8.4,88.5%,Não,Falta de Apoio Familiar,2925,Rural,1
17,Masculino,3,9.4,66.5%,Não,Problemas Familiares,4260,Rural,1
18,Masculino,3,6.3,50.1%,Sim,Falta de Apoio Familiar,604,Urbana,1
16,Masculino,2,8.4,58.4%,Sim,Problemas Financeiros,3624,Rural,1
17,Masculino,3,9.7,69.1%,Não,Falta de Interesse,3781,Urbana,1
17,Feminino,2,6.9,83.0%,Não,Problemas de Saúde,3015,Urbana,1
18,Masculino,3,7.9,70.1%,Sim,Falta de Interesse,934,Rural,1
17,Feminino,1,7.9,96.2%,Sim,Outros,751,Urbana,1
18,Feminino,2,7.4,84.1%,Não,Falta de Interesse,2682,Urbana,1
18,Feminino,2,9.9,93.8%,Sim,Problemas Familiares,4527,Rural,1
15,Masculino,1,6.8,64.9%,Não,Falta de Apoio Familiar,2517,Urbana,1
15,Masculino,2,10.0,96.3%,Sim,Problemas Financeiros,4314,Urbana,1
15,Feminino,1,6.5,56.9%,Não,Falta de Interesse,2057,Rural,1
15,Masculino,3,9.6,79.7%,Sim,Problemas de Saúde,642,Urbana,1
18,Masculino,1,6.5,77.2%,Sim,Falta de Apoio Familiar,2145,Urbana,1
18,Feminino,1,8.7,54.3%,Não,Problemas de Saúde,2113,Urbana,1
17,Feminino,2,6.4,50.3%,Não,Problemas Financeiros,3881,Urbana,1
17,Feminino,1,9.8,86.7%,Não,Falta de Apoio Escolar,4754,Rural,1
17,Masculino,3,6.9,57.6%,Não,Problemas Familiares,4409,Rural,1
17,Masculino,1,7.0,71.5%,Não,Falta de Apoio Escolar,847,Rural,1
16,Masculino,1,8.1,55.4%,Sim,Problemas de Saúde,4976,Urbana,1
18,Masculino,3,7.0,56.4%,Sim,Problemas Financeiros,4109,Rural,1
16,Masculino,3,9.3,54.4%,Sim,Falta de Apoio Familiar,1913,Urbana,1
16,Feminino,3,6.3,75.6%,Não,0,1867,Urbana,0
15,Feminino,3,5.0,75.4%,Sim,Falta de Apoio Familiar,1191,Rural,1
16,Masculino,1,5.1,75.1%,Não,Problemas Financeiros,3334,Rural,1
18,Feminino,3,8.2,80.3%,Sim,0,2266,Urbana,0
18,Masculino,3,8.7,62.4%,Sim,Falta de Apoio Familiar,617,Rural,1
15,Masculino,2,7.1,56.6%,Sim,Problemas de Saúde,1495,Urbana,1
16,Masculino,2,9.8,91.6%,Sim,Problemas de Saúde,1718,Rural,1
15,Masculino,2,5.7,51.6%,Não,Problemas Financeiros,2536,Urbana,1
18,Masculino,2,7.8,69.4%,Não,Falta de Apoio Familiar,2659,Rural,1
18,Masculino,1,7.4,53.6%,Sim,Falta de Apoio Familiar,4143,Urbana,1
15,Feminino,1,7.3,96.6%,Não,Falta de Interesse,3841,Rural,1
17,Feminino,2,6.6,70.6%,Não,Problemas Familiares,876,Rural,1
15,Masculino,3,8.5,82.7%,Sim,Outros,1338,Urbana,1
16,Feminino,1,9.1,69.7%,Sim,Outros,2433,Rural,1
15,Feminino,2,5.7,58.2%,Não,Falta de Apoio Escolar,3460,Rural,1
15,Feminino,3,9.9,69.5%,Não,Problemas Financeiros,2435,Urbana,1
15,Masculino,2,5.2,77.6%,Sim,Problemas Familiares,1947,Rural,1
18,Feminino,3,8.7,50.1%,Não,Problemas Familiares,4883,Urbana,1
17,Masculino,2,9.1,60.7%,Sim,Outros,1316,Urbana,1
18,Feminino,2,9.5,96.7%,Não,Problemas Financeiros,3860,Urbana,1
15,Feminino,3,9.1,85.5%,Não,Problemas Familiares,2517,Rural,1
17,Masculino,2,7.2,53.3%,Sim,Problemas Financeiros,3140,Urbana,1
18,Feminino,3,9.0,96.8%,Sim,Falta de Apoio Escolar,798,Urbana,1
15,Feminino,2,6.6,69.0%,Sim,Problemas Familiares,4729,Urbana,1
18,Feminino,3,7.7,63.5%,Não,Falta de Apoio Escolar,3997,Rural,1
16,Masculino,3,8.7,76.4%,Sim,Falta de Interesse,1415,Urbana,1
16,Masculino,2,5.5,59.8%,Sim,Falta de Apoio Escolar,4957,Urbana,1
17,Feminino,2,8.1,93.3%,Não,Falta de Interesse,1960,Rural,1
16,Feminino,3,6.8,93.1%,Sim,Problemas Financeiros,2923,Rural,1
15,Feminino,3,6.8,93.4%,Sim,Falta de Interesse,3247,Rural,1
15,Feminino,2,5.2,64.3%,Sim,0,538,Rural,0
17,Feminino,2,8.2,84.0%,Não,Problemas Financeiros,760,Rural,1
17,Feminino,2,5.8,82.0%,Sim,Outros,2091,Rural,1
17,Feminino,2,5.5,79.5%,Não,Problemas Familiares,1397,Urbana,1
15,Masculino,2,10.0,64.5%,Sim,Falta de Apoio Escolar,1399,Rural,1
17,Feminino,3,6.9,85.7%,Não,Problemas Financeiros,2168,Rural,1
17,Masculino,1,10.0,93.4%,Sim,Problemas Financeiros,4043,Rural,1
15,Feminino,2,8.1,98.0%,Não,Problemas de Saúde,3404,Rural,1
15,Feminino,2,8.8,87.5%,Sim,Falta de Apoio Familiar,2971,Rural,1
15,Feminino,2,6.0,77.0%,Não,Problemas Financeiros,2274,Urbana,1
15,Feminino,3,6.8,62.7%,Não,Problemas Familiares,4321,Rural,1
18,Feminino,2,5.5,60.4%,Não,Falta de Apoio Familiar,1538,Rural,1
15,Masculino,2,6.4,90.3%,Não,Problemas de Saúde,4912,Urbana,1
15,Masculino,1,9.9,58.6%,Não,Outros,4959,Rural,1
15,Masculino,3,6.1,77.9%,Não,Outros,4032,Urbana,1
17,Feminino,2,7.8,67.1%,Não,Falta de Apoio Escolar,1793,Urbana,1
17,Masculino,1,9.0,81.4%,Sim,Problemas Financeiros,2537,Urbana,1
15,Masculino,3,8.0,65.8%,Sim,Falta de Apoio Familiar,987,Urbana,1
15,Masculino,2,6.8,55.0%,Não,Problemas Financeiros,3768,Rural,1
17,Masculino,2,8.2,97.5%,Sim,Problemas Familiares,3953,Urbana,1
15,Feminino,3,9.3,58.8%,Não,Problemas Familiares,4518,Urbana,1
18,Masculino,1,5.8,77.8%,Sim,Falta de Apoio Escolar,4483,Rural,1
15,Feminino,3,5.4,76.3%,Sim,Falta de Interesse,1734,Rural,1
18,Feminino,3,8.0,63.7%,Sim,Falta de Interesse,1106,Rural,1
16,Feminino,2,8.6,56.8%,Não,Problemas Financeiros,817,Rural,1
17,Feminino,3,10.0,85.3%,Sim,0,925,Rural,0
15,Masculino,3,6.0,77.8%,Sim,Problemas de Saúde,967,Rural,1
15,Masculino,3,5.1,98.2%,Não,Problemas Familiares,2942,Rural,1
18,Masculino,2,9.7,71.1%,Não,Problemas de Saúde,3808,Urbana,1
17,Feminino,1,6.2,77.2%,Não,Outros,854,Urbana,1
16,Feminino,1,7.0,74.1%,Não,Falta de Apoio Escolar,2797,Rural,1
17,Masculino,3,9.6,77.9%,Não,0,2407,Urbana,0
17,Masculino,1,9.2,93.6%,Não,Falta de Interesse,3057,Urbana,1
15,Feminino,3,8.8,67.9%,Não,Falta de Apoio Escolar,3280,Urbana,1
15,Masculino,2,6.3,89.2%,Sim,Problemas Familiares,811,Urbana,1
15,Feminino,2,8.9,65.3%,Não,Outros,2213,Urbana,1
16,Masculino,3,5.5,68.7%,Não,Falta de Interesse,3530,Rural,1
17,Masculino,2,7.8,61.4%,Sim,Outros,4992,Urbana,1
17,Masculino,2,5.0,100.0%,Sim,Falta de Apoio Escolar,1267,Rural,1
16,Feminino,1,6.4,59.8%,Não,Problemas Financeiros,3901,Rural,1
17,Feminino,2,6.0,54.1%,Não,Falta de Apoio Familiar,3541,Rural,1
15,Feminino,2,9.0,87.7%,Sim,0,1637,Urbana,0
17,Masculino,2,9.4,83.7%,Não,Falta de Interesse,4891,Rural,1
16,Masculino,2,7.6,92.0%,Não,Problemas de Saúde,2732,Rural,1
15,Masculino,2,9.1,66.0%,Não,Problemas Financeiros,4536,Rural,1
15,Masculino,2,6.3,58.0%,Não,Falta de Interesse,2458,Urbana,1
16,Feminino,3,6.3,70.8%,Não,Falta de Interesse,4102,Urbana,1
18,Masculino,2,6.5,54.2%,Sim,Outros,3256,Urbana,1
17,Masculino,3,9.0,69.0%,Sim,Falta de Apoio Familiar,3731,Urbana,1
17,Masculino,2,8.3,99.2%,Sim,Problemas Financeiros,1425,Rural,1
17,Masculino,2,6.8,55.6%,Não,0,4583,Urbana,0
15,Feminino,2,6.8,52.3%,Sim,Falta de Interesse,3650,Urbana,1
16,Feminino,1,7.4,89.8%,Sim,Problemas de Saúde,1070,Urbana,1
16,Feminino,2,5.4,66.0%,Sim,Problemas Financeiros,645,Rural,1
15,Feminino,3,8.4,95.1%,Sim,Problemas Financeiros,3134,Urbana,1
16,Masculino,3,9.1,72.4%,Sim,Falta de Apoio Familiar,2899,Rural,1
17,Feminino,1,9.9,62.9%,Não,Problemas de Saúde,3645,Rural,1
15,Feminino,1,8.3,88.4%,Não,Falta de Apoio Escolar,3332,Urbana,1
15,Feminino,1,7.5,99.2%,Não,Falta de Apoio Escolar,3530,Rural,1
18,Masculino,3,6.5,86.8%,Sim,Problemas de Saúde,511,Urbana,1
15,Masculino,1,8.5,66.1%,Não,Falta de Apoio Escolar,3740,Urbana,1
17,Feminino,3,7.8,93.2%,Sim,Problemas Familiares,3758,Urbana,1
15,Masculino,1,5.3,72.7%,Sim,Problemas de Saúde,2120,Urbana,1
15,Feminino,1,8.4,75.6%,Não,Problemas de Saúde,3997,Urbana,1
17,Feminino,1,7.6,62.0%,Não,Falta de Apoio Familiar,3076,Rural,1
17,Feminino,2,7.3,51.5%,Não,Problemas de Saúde,899,Rural,1
16,Feminino,3,8.4,73.7%,Não,0,3703,Urbana,0
18,Feminino,1,8.9,76.4%,Não,0,1386,Urbana,0
16,Feminino,2,6.4,58.6%,Sim,Outros,1866,Rural,1
18,Masculino,1,6.6,82.0%,Não,Problemas Financeiros,634,Urbana,1
16,Feminino,3,5.6,54.1%,Não,Problemas de Saúde,3222,Rural,1
15,Feminino,1,6.5,91.5%,Sim,Problemas Financeiros,4168,Rural,1
17,Feminino,1,5.5,99.4%,Sim,Problemas de Saúde,3942,Rural,1
15,Masculino,3,5.4,85.3%,Não,Falta de Apoio Escolar,2335,Rural,1
17,Feminino,2,8.9,89.8%,Não,0,3186,Urbana,0
15,Feminino,1,8.1,66.6%,Sim,Problemas de Saúde,1076,Urbana,1
16,Masculino,3,9.2,92.9%,Sim,0,3964,Rural,0
17,Feminino,3,7.7,86.6%,Sim,0,1545,Rural,0
16,Masculino,1,8.5,76.4%,Não,Problemas de Saúde,818,Urbana,1
15,Feminino,3,10.0,64.3%,Sim,Problemas Familiares,1361,Rural,1
17,Masculino,2,6.6,88.1%,Não,Problemas Financeiros,1525,Rural,1
15,Feminino,1,6.0,63.6%,Não,Falta de Interesse,2162,Rural,1
15,Masculino,1,5.0,58.7%,Não,Problemas Familiares,2730,Rural,1
18,Feminino,3,5.6,73.2%,Não,0,755,Urbana,0
15,Feminino,1,9.3,51.8%,Não,Problemas Financeiros,3691,Urbana,1
16,Masculino,3,5.4,88.6%,Não,Falta de Interesse,949,Rural,1
16,Masculino,2,8.5,63.8%,Não,Outros,1141,Rural,1
16,Feminino,1,9.7,88.4%,Não,Problemas Familiares,868,Rural,1
18,Masculino,1,9.7,86.9%,Sim,Problemas Financeiros,1298,Urbana,1
16,Feminino,2,5.4,80.4%,Não,Falta de Interesse,3082,Rural,1
15,Masculino,1,5.8,89.4%,Não,Problemas Financeiros,3334,Urbana,1
15,Feminino,3,6.0,84.4%,Não,Problemas Familiares,2521,Urbana,1
18,Feminino,2,8.7,80.9%,Não,Outros,1160,Rural,1
18,Feminino,1,9.4,99.3%,Sim,Problemas Financeiros,2845,Rural,1
18,Masculino,1,9.5,90.3%,Sim,Falta de Apoio Familiar,904,Urbana,1
17,Feminino,1,9.7,54.4%,Não,Falta de Interesse,1437,Urbana,1
16,Masculino,2,6.3,83.4%,Sim,0,1306,Rural,0
16,Masculino,3,7.7,52.3%,Não,Falta de Apoio Familiar,3114,Urbana,1
17,Masculino,2,5.2,54.8%,Não,0,4490,Rural,0
16,Masculino,3,8.9,77.8%,Não,Falta de Apoio Escolar,4263,Urbana,1
17,Masculino,1,8.6,56.5%,Não,Falta de Interesse,3511,Rural,1
16,Feminino,3,8.8,97.1%,Não,Problemas Familiares,1203,Urbana,1
15,Masculino,1,7.8,53.0%,Não,Problemas Familiares,2505,Rural,1
18,Feminino,2,6.7,96.4%,Sim,Outros,4400,Urbana,1
17,Masculino,2,8.9,53.9%,Não,Problemas Financeiros,1595,Urbana,1
17,Masculino,3,7.1,85.4%,Não,Falta de Apoio Escolar,3769,Rural,1
16,Feminino,3,8.2,98.3%,Sim,Falta de Interesse,4047,Rural,1
18,Feminino,1,9.9,74.5%,Não,Outros,2021,Urbana,1
18,Masculino,2,8.7,59.5%,Sim,Problemas de Saúde,3838,Urbana,1
17,Masculino,1,9.6,99.6%,Não,Falta de Interesse,2835,Rural,1
17,Feminino,2,9.0,73.9%,Sim,Falta de Interesse,858,Urbana,1
18,Masculino,1,8.2,62.3%,Não,Falta de Interesse,1275,Rural,1
15,Feminino,1,6.8,51.3%,Não,Falta de Apoio Familiar,3014,Rural,1
16,Feminino,3,6.2,60.2%,Sim,Problemas Financeiros,739,Urbana,1
17,Feminino,1,9.6,83.3%,Não,Outros,1574,Rural,1
17,Masculino,3,7.8,99.2%,Não,Falta de Apoio Familiar,1494,Rural,1
16,Masculino,1,6.5,54.9%,Não,Problemas de Saúde,2727,Urbana,1
15,Masculino,3,6.6,50.1%,Sim,Outros,2891,Rural,1
17,Masculino,3,8.0,76.1%,Não,Falta de Apoio Escolar,3687,Rural,1
16,Feminino,2,8.1,96.4%,Sim,Falta de Apoio Escolar,4264,Rural,1
16,Masculino,2,10.0,71.1%,Não,Outros,3379,Rural,1
18,Masculino,1,5.4,90.6%,Não,Problemas de Saúde,1262,Rural,1
18,Masculino,3,9.9,78.4%,Não,Problemas Financeiros,3499,Urbana,1
15,Masculino,2,5.3,65.2%,Sim,Falta de Apoio Familiar,3779,Urbana,1
15,Feminino,2,5.8,51.4%,Não,Problemas Familiares,1591,Urbana,1
18,Feminino,2,9.0,84.9%,Não,Problemas Familiares,1929,Urbana,1
18,Masculino,1,9.6,95.2%,Não,Problemas de Saúde,4585,Rural,1
17,Feminino,2,7.8,86.2%,Sim,Falta de Apoio Escolar,1734,Rural,1
15,Masculino,3,7.9,82.4%,Sim,Problemas de Saúde,4337,Rural,1
18,Masculino,1,6.6,96.8%,Sim,Problemas de Saúde,3806,Rural,1
16,Masculino,2,8.1,94.1%,Sim,Falta de Apoio Familiar,1994,Rural,1
18,Feminino,3,5.2,90.9%,Não,Falta de Interesse,1219,Urbana,1
18,Feminino,1,9.1,64.0%,Não,Falta de Apoio Escolar,923,Rural,1
18,Masculino,2,5.6,54.3%,Não,Falta de Interesse,3803,Rural,1
17,Masculino,2,7.4,67.2%,Sim,Problemas Familiares,692,Rural,1
18,Feminino,2,7.4,57.7%,Não,Problemas Financeiros,4072,Rural,1
16,Masculino,3,7.1,61.5%,Não,0,1837,Urbana,0
15,Masculino,2,7.3,82.0%,Sim,Falta de Apoio Familiar,2456,Urbana,1
17,Masculino,1,6.4,77.0%,Sim,Falta de Apoio Familiar,896,Urbana,1
16,Masculino,2,9.7,88.6%,Sim,Falta de Apoio Familiar,4908,Urbana,1
15,Feminino,3,7.0,75.7%,Não,Falta de Interesse,2297,Urbana,1
15,Feminino,2,8.3,91.0%,Não,Problemas de Saúde,2505,Rural,1
18,Feminino,3,7.0,82.0%,Sim,Falta de Interesse,2817,Urbana,1
18,Masculino,2,5.1,70.9%,Sim,Problemas de Saúde,2590,Urbana,1
16,Masculino,2,9.5,98.7%,Não,Problemas de Saúde,3992,Rural,1
15,Masculino,3,7.7,70.0%,Sim,Falta de Apoio Escolar,4201,Urbana,1
16,Masculino,1,5.3,73.6%,Não,Problemas de Saúde,2755,Rural,1
17,Masculino,1,5.3,63.9%,Sim,Falta de Interesse,4188,Rural,1
18,Feminino,1,7.0,84.2%,Sim,Falta de Interesse,4382,Rural,1
15,Masculino,1,5.0,67.2%,Sim,Problemas de Saúde,4703,Urbana,1
17,Masculino,3,6.9,62.1%,Sim,Problemas Financeiros,584,Rural,1
15,Masculino,3,9.8,83.7%,Sim,Falta de Interesse,4863,Rural,1
18,Masculino,1,6.6,67.3%,Não,Falta de Apoio Escolar,4378,Rural,1
15,Feminino,3,6.6,87.8%,Sim,Problemas de Saúde,3846,Rural,1
18,Feminino,1,9.7,81.0%,Não,Falta de Interesse,762,Urbana,1
16,Feminino,3,7.8,93.9%,Sim,Outros,2707,Urbana,1
16,Masculino,3,5.3,55.8%,Sim,Outros,3935,Urbana,1
16,Feminino,3,7.4,64.8%,Sim,0,2715,Rural,0
18,Feminino,1,6.3,68.6%,Sim,0,1920,Urbana,0
17,Masculino,3,5.3,68.6%,Não,Problemas Financeiros,4560,Rural,1
16,Masculino,2,5.6,67.4%,Não,Falta de Apoio Familiar,3788,Rural,1
17,Feminino,3,7.0,73.6%,Sim,Falta de Apoio Escolar,3754,Urbana,1
17,Masculino,1,5.8,61.2%,Sim,0,4392,Rural,0
16,Feminino,2,5.8,95.5%,Sim,Falta de Interesse,4382,Rural,1
17,Feminino,3,5.2,86.5%,Sim,Problemas Financeiros,822,Urbana,1
16,Masculino,1,8.5,79.5%,Sim,Problemas Familiares,2208,Urbana,1
15,Feminino,1,7.2,56.2%,Sim,Outros,4872,Urbana,1
17,Feminino,2,8.4,96.8%,Não,Problemas Financeiros,647,Rural,1
17,Feminino,3,7.8,60.9%,Sim,Problemas de Saúde,3543,Rural,1
17,Masculino,1,8.9,74.4%,Sim,Outros,4166,Urbana,1
15,Masculino,1,8.5,83.2%,Sim,Falta de Apoio Familiar,3246,Rural,1
15,Feminino,1,5.6,63.1%,Não,Outros,3759,Urbana,1
15,Feminino,2,9.5,72.5%,Sim,Falta de Apoio Familiar,4911,Rural,1
18,Masculino,3,6.2,95.4%,Sim,Problemas Familiares,1069,Urbana,1
15,Masculino,1,5.9,54.8%,Não,Problemas Familiares,1621,Rural,1
17,Feminino,2,7.0,98.4%,Não,0,1394,Rural,0
18,Feminino,2,9.5,76.3%,Sim,Falta de Interesse,3716,Urbana,1
16,Masculino,1,7.9,93.6%,Sim,Outros,3645,Rural,1
17,Masculino,2,6.5,92.2%,Sim,Falta de Interesse,709,Urbana,1
15,Feminino,3,7.4,50.4%,Não,Falta de Apoio Familiar,1181,Urbana,1
15,Feminino,2,10.0,55.3%,Não,0,4596,Urbana,0
17,Feminino,3,6.8,63.3%,Não,0,4188,Urbana,0
18,Masculino,3,9.9,68.7%,Não,Falta de Interesse,3313,Urbana,1
18,Feminino,3,8.0,54.4%,Sim,Falta de Interesse,544,Urbana,1
15,Masculino,2,5.8,79.6%,Sim,Problemas de Saúde,1228,Rural,1
16,Masculino,3,5.3,65.8%,Não,0,1733,Rural,0
16,Masculino,1,7.5,54.7%,Sim,Falta de Interesse,3003,Urbana,1
18,Masculino,3,8.9,91.7%,Sim,Problemas Familiares,928,Rural,1
17,Masculino,2,7.9,65.6%,Não,0,2706,Rural,0
16,Masculino,2,5.6,76.0%,Não,Falta de Apoio Escolar,1610,Rural,1
17,Masculino,1,7.3,72.8%,Não,Falta de Interesse,2883,Rural,1
18,Masculino,3,8.4,86.2%,Sim,Falta de Apoio Familiar,1052,Rural,1
15,Feminino,2,9.9,55.4%,Sim,Falta de Apoio Familiar,2579,Rural,1
16,Masculino,2,9.5,66.6%,Não,Outros,1141,Rural,1
16,Masculino,3,6.1,85.3%,Sim,Falta de Interesse,3974,Rural,1
18,Masculino,3,8.2,69.3%,Não,Falta de Apoio Escolar,1024,Rural,1
15,Feminino,3,7.7,58.8%,Sim,0,3306,Urbana,0
17,Feminino,2,6.5,66.3%,Não,Problemas Financeiros,4670,Rural,1
16,Feminino,3,5.6,67.0%,Sim,Problemas de Saúde,4409,Urbana,1
